"subj" "activity" "feature" "value"
6 "WALKING" "tBodyGyroJerk-std-Z" -0.1667
7 "WALKING" "tBodyGyroJerk-std-Z" -0.4583
8 "WALKING" "tBodyGyroJerk-std-Z" -0.3884
9 "WALKING" "tBodyGyroJerk-std-Z" -0.4579
10 "WALKING" "tBodyGyroJerk-std-Z" -0.3291
11 "WALKING" "tBodyGyroJerk-std-Z" -0.5511
12 "WALKING" "tBodyGyroJerk-std-Z" -0.4806
13 "WALKING" "tBodyGyroJerk-std-Z" -0.3418
14 "WALKING" "tBodyGyroJerk-std-Z" -0.4972
15 "WALKING" "tBodyGyroJerk-std-Z" -0.5917
16 "WALKING" "tBodyGyroJerk-std-Z" -0.5713
17 "WALKING" "tBodyGyroJerk-std-Z" -0.5244
18 "WALKING" "tBodyGyroJerk-std-Z" -0.6633
19 "WALKING" "tBodyGyroJerk-std-Z" -0.2135
20 "WALKING" "tBodyGyroJerk-std-Z" -0.227
21 "WALKING" "tBodyGyroJerk-std-Z" -0.4949
22 "WALKING" "tBodyGyroJerk-std-Z" -0.2343
23 "WALKING" "tBodyGyroJerk-std-Z" -0.3745
24 "WALKING" "tBodyGyroJerk-std-Z" -0.558
25 "WALKING" "tBodyGyroJerk-std-Z" -0.6596
26 "WALKING" "tBodyGyroJerk-std-Z" -0.4855
27 "WALKING" "tBodyGyroJerk-std-Z" -0.4263
28 "WALKING" "tBodyGyroJerk-std-Z" -0.4409
29 "WALKING" "tBodyGyroJerk-std-Z" -0.5041
30 "WALKING" "tBodyGyroJerk-std-Z" -0.4762
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.2688
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.2183
3 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.3746
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.3258
5 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.0344
6 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" 0.1932
7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.4252
8 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.1896
9 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.4172
10 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.2271
11 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.4806
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.3652
13 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.3671
14 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" 0.0914
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.3945
16 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.5406
17 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.5428
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.6057
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" 0.1166
20 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" 0.0031
21 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.4283
22 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.3588
23 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.3679
24 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.4787
25 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.5995
26 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.359
27 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.3073
28 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.3362
29 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.3798
30 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" -0.4989
1 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.6063
2 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.4676
3 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.5734
4 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.5562
5 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.2822
6 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.1708
7 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.6822
8 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.4304
9 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.6571
10 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.4822
11 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.7772
12 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.6064
13 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.5509
14 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.3598
15 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.6579
16 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.7171
17 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.6106
18 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.719
19 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.3754
20 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.2539
21 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.5641
22 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.5157
23 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.5438
24 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.649
25 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.7463
26 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.5564
27 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.6769
28 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.6036
29 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.5584
30 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Z" -0.6652
1 "LAYING" "tBodyAccMag-std" -0.7951
2 "LAYING" "tBodyAccMag-std" -0.9729
3 "LAYING" "tBodyAccMag-std" -0.9642
4 "LAYING" "tBodyAccMag-std" -0.9313
5 "LAYING" "tBodyAccMag-std" -0.9586
6 "LAYING" "tBodyAccMag-std" -0.8973
7 "LAYING" "tBodyAccMag-std" -0.907
8 "LAYING" "tBodyAccMag-std" -0.9133
9 "LAYING" "tBodyAccMag-std" -0.9151
10 "LAYING" "tBodyAccMag-std" -0.9403
11 "LAYING" "tBodyAccMag-std" -0.9729
12 "LAYING" "tBodyAccMag-std" -0.9365
13 "LAYING" "tBodyAccMag-std" -0.9479
14 "LAYING" "tBodyAccMag-std" -0.8566
15 "LAYING" "tBodyAccMag-std" -0.9433
16 "LAYING" "tBodyAccMag-std" -0.9579
17 "LAYING" "tBodyAccMag-std" -0.9483
18 "LAYING" "tBodyAccMag-std" -0.9865
19 "LAYING" "tBodyAccMag-std" -0.9632
20 "LAYING" "tBodyAccMag-std" -0.9395
21 "LAYING" "tBodyAccMag-std" -0.9422
22 "LAYING" "tBodyAccMag-std" -0.9094
23 "LAYING" "tBodyAccMag-std" -0.9579
24 "LAYING" "tBodyAccMag-std" -0.9694
25 "LAYING" "tBodyAccMag-std" -0.6493
26 "LAYING" "tBodyAccMag-std" -0.9644
27 "LAYING" "tBodyAccMag-std" -0.9789
28 "LAYING" "tBodyAccMag-std" -0.9546
29 "LAYING" "tBodyAccMag-std" -0.9816
30 "LAYING" "tBodyAccMag-std" -0.9602
1 "SITTING" "tBodyAccMag-std" -0.9271
2 "SITTING" "tBodyAccMag-std" -0.9531
3 "SITTING" "tBodyAccMag-std" -0.8703
4 "SITTING" "tBodyAccMag-std" -0.9144
5 "SITTING" "tBodyAccMag-std" -0.9209
6 "SITTING" "tBodyAccMag-std" -0.9316
7 "SITTING" "tBodyAccMag-std" -0.882
8 "SITTING" "tBodyAccMag-std" -0.9299
9 "SITTING" "tBodyAccMag-std" -0.8638
10 "SITTING" "tBodyAccMag-std" -0.9397
11 "SITTING" "tBodyAccMag-std" -0.9446
12 "SITTING" "tBodyAccMag-std" -0.9475
13 "SITTING" "tBodyAccMag-std" -0.9379
14 "SITTING" "tBodyAccMag-std" -0.9255
15 "SITTING" "tBodyAccMag-std" -0.938
16 "SITTING" "tBodyAccMag-std" -0.9411
17 "SITTING" "tBodyAccMag-std" -0.9651
18 "SITTING" "tBodyAccMag-std" -0.9816
19 "SITTING" "tBodyAccMag-std" -0.9518
20 "SITTING" "tBodyAccMag-std" -0.9378
21 "SITTING" "tBodyAccMag-std" -0.972
22 "SITTING" "tBodyAccMag-std" -0.9243
23 "SITTING" "tBodyAccMag-std" -0.925
24 "SITTING" "tBodyAccMag-std" -0.9638
25 "SITTING" "tBodyAccMag-std" -0.96
26 "SITTING" "tBodyAccMag-std" -0.9336
27 "SITTING" "tBodyAccMag-std" -0.9695
28 "SITTING" "tBodyAccMag-std" -0.9478
29 "SITTING" "tBodyAccMag-std" -0.9693
30 "SITTING" "tBodyAccMag-std" -0.9429
1 "STANDING" "tBodyAccMag-std" -0.9819
2 "STANDING" "tBodyAccMag-std" -0.9579
3 "STANDING" "tBodyAccMag-std" -0.9151
4 "STANDING" "tBodyAccMag-std" -0.891
5 "STANDING" "tBodyAccMag-std" -0.8798
6 "STANDING" "tBodyAccMag-std" -0.9393
7 "STANDING" "tBodyAccMag-std" -0.9336
8 "STANDING" "tBodyAccMag-std" -0.9372
9 "STANDING" "tBodyAccMag-std" -0.9361
10 "STANDING" "tBodyAccMag-std" -0.9373
11 "STANDING" "tBodyAccMag-std" -0.9803
12 "STANDING" "tBodyAccMag-std" -0.9352
13 "STANDING" "tBodyAccMag-std" -0.9685
14 "STANDING" "tBodyAccMag-std" -0.9367
15 "STANDING" "tBodyAccMag-std" -0.9486
16 "STANDING" "tBodyAccMag-std" -0.9573
17 "STANDING" "tBodyAccMag-std" -0.9754
18 "STANDING" "tBodyAccMag-std" -0.9723
19 "STANDING" "tBodyAccMag-std" -0.9625
20 "STANDING" "tBodyAccMag-std" -0.9107
21 "STANDING" "tBodyAccMag-std" -0.9569
22 "STANDING" "tBodyAccMag-std" -0.9399
23 "STANDING" "tBodyAccMag-std" -0.9517
24 "STANDING" "tBodyAccMag-std" -0.9479
25 "STANDING" "tBodyAccMag-std" -0.9681
26 "STANDING" "tBodyAccMag-std" -0.9627
27 "STANDING" "tBodyAccMag-std" -0.9664
28 "STANDING" "tBodyAccMag-std" -0.9177
29 "STANDING" "tBodyAccMag-std" -0.9817
30 "STANDING" "tBodyAccMag-std" -0.9166
1 "WALKING" "tBodyAccMag-std" -0.2197
2 "WALKING" "tBodyAccMag-std" -0.4225
3 "WALKING" "tBodyAccMag-std" -0.3284
4 "WALKING" "tBodyAccMag-std" -0.5277
5 "WALKING" "tBodyAccMag-std" -0.3772
6 "WALKING" "tBodyAccMag-std" -0.2667
7 "WALKING" "tBodyAccMag-std" -0.1986
8 "WALKING" "tBodyAccMag-std" -0.1804
9 "WALKING" "tBodyAccMag-std" -0.3794
10 "WALKING" "tBodyAccMag-std" -0.1856
11 "WALKING" "tBodyAccMag-std" -0.4877
12 "WALKING" "tBodyAccMag-std" -0.237
13 "WALKING" "tBodyAccMag-std" -0.2925
14 "WALKING" "tBodyAccMag-std" -0.3638
15 "WALKING" "tBodyAccMag-std" -0.3239
16 "WALKING" "tBodyAccMag-std" -0.4718
17 "WALKING" "tBodyAccMag-std" -0.4618
18 "WALKING" "tBodyAccMag-std" -0.4603
19 "WALKING" "tBodyAccMag-std" -0.0994
20 "WALKING" "tBodyAccMag-std" -0.1569
21 "WALKING" "tBodyAccMag-std" -0.2997
22 "WALKING" "tBodyAccMag-std" -0.1616
23 "WALKING" "tBodyAccMag-std" -0.21
24 "WALKING" "tBodyAccMag-std" -0.4811
25 "WALKING" "tBodyAccMag-std" -0.5656
26 "WALKING" "tBodyAccMag-std" -0.4218
27 "WALKING" "tBodyAccMag-std" -0.4074
28 "WALKING" "tBodyAccMag-std" -0.3927
29 "WALKING" "tBodyAccMag-std" -0.2627
30 "WALKING" "tBodyAccMag-std" -0.3599
1 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.0199
2 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.2156
3 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" -0.0411
4 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" -0.082
5 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.2054
6 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.3736
7 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.2145
8 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.1313
9 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.2651
10 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.157
11 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.0508
12 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.0973
13 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" -0.0156
14 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.4284
15 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.3532
16 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.1192
17 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.0914
18 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" -0.2299
19 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.4135
20 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.1726
21 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.2643
22 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.1333
23 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.2304
24 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" -0.0225
25 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" -0.2595
26 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.147
27 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.1212
28 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.1355
29 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" 0.1345
30 "WALKING_DOWNSTAIRS" "tBodyAccMag-std" -0.0136
1 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.325
2 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.206
3 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.3336
4 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.212
5 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.1367
6 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.0792
7 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.3347
8 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.2272
9 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.4002
10 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.2115
11 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.2896
12 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.2858
13 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.3263
14 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.0198
15 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.1366
16 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.3348
17 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.1029
18 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.3718
19 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.1777
20 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.1983
21 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.2785
22 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.1588
23 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.2719
24 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.3069
25 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.48
26 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.1507
27 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.3799
28 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.2119
29 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.0415
30 "WALKING_UPSTAIRS" "tBodyAccMag-std" -0.3274
1 "LAYING" "tGravityAccMag-std" -0.7951
2 "LAYING" "tGravityAccMag-std" -0.9729
3 "LAYING" "tGravityAccMag-std" -0.9642
4 "LAYING" "tGravityAccMag-std" -0.9313
5 "LAYING" "tGravityAccMag-std" -0.9586
6 "LAYING" "tGravityAccMag-std" -0.8973
7 "LAYING" "tGravityAccMag-std" -0.907
8 "LAYING" "tGravityAccMag-std" -0.9133
9 "LAYING" "tGravityAccMag-std" -0.9151
10 "LAYING" "tGravityAccMag-std" -0.9403
11 "LAYING" "tGravityAccMag-std" -0.9729
12 "LAYING" "tGravityAccMag-std" -0.9365
13 "LAYING" "tGravityAccMag-std" -0.9479
14 "LAYING" "tGravityAccMag-std" -0.8566
15 "LAYING" "tGravityAccMag-std" -0.9433
16 "LAYING" "tGravityAccMag-std" -0.9579
17 "LAYING" "tGravityAccMag-std" -0.9483
18 "LAYING" "tGravityAccMag-std" -0.9865
19 "LAYING" "tGravityAccMag-std" -0.9632
20 "LAYING" "tGravityAccMag-std" -0.9395
21 "LAYING" "tGravityAccMag-std" -0.9422
22 "LAYING" "tGravityAccMag-std" -0.9094
23 "LAYING" "tGravityAccMag-std" -0.9579
24 "LAYING" "tGravityAccMag-std" -0.9694
25 "LAYING" "tGravityAccMag-std" -0.6493
26 "LAYING" "tGravityAccMag-std" -0.9644
27 "LAYING" "tGravityAccMag-std" -0.9789
28 "LAYING" "tGravityAccMag-std" -0.9546
29 "LAYING" "tGravityAccMag-std" -0.9816
30 "LAYING" "tGravityAccMag-std" -0.9602
1 "SITTING" "tGravityAccMag-std" -0.9271
2 "SITTING" "tGravityAccMag-std" -0.9531
3 "SITTING" "tGravityAccMag-std" -0.8703
4 "SITTING" "tGravityAccMag-std" -0.9144
5 "SITTING" "tGravityAccMag-std" -0.9209
6 "SITTING" "tGravityAccMag-std" -0.9316
7 "SITTING" "tGravityAccMag-std" -0.882
8 "SITTING" "tGravityAccMag-std" -0.9299
9 "SITTING" "tGravityAccMag-std" -0.8638
10 "SITTING" "tGravityAccMag-std" -0.9397
11 "SITTING" "tGravityAccMag-std" -0.9446
12 "SITTING" "tGravityAccMag-std" -0.9475
13 "SITTING" "tGravityAccMag-std" -0.9379
14 "SITTING" "tGravityAccMag-std" -0.9255
15 "SITTING" "tGravityAccMag-std" -0.938
16 "SITTING" "tGravityAccMag-std" -0.9411
17 "SITTING" "tGravityAccMag-std" -0.9651
18 "SITTING" "tGravityAccMag-std" -0.9816
19 "SITTING" "tGravityAccMag-std" -0.9518
20 "SITTING" "tGravityAccMag-std" -0.9378
21 "SITTING" "tGravityAccMag-std" -0.972
22 "SITTING" "tGravityAccMag-std" -0.9243
23 "SITTING" "tGravityAccMag-std" -0.925
24 "SITTING" "tGravityAccMag-std" -0.9638
25 "SITTING" "tGravityAccMag-std" -0.96
26 "SITTING" "tGravityAccMag-std" -0.9336
27 "SITTING" "tGravityAccMag-std" -0.9695
28 "SITTING" "tGravityAccMag-std" -0.9478
29 "SITTING" "tGravityAccMag-std" -0.9693
30 "SITTING" "tGravityAccMag-std" -0.9429
1 "STANDING" "tGravityAccMag-std" -0.9819
2 "STANDING" "tGravityAccMag-std" -0.9579
3 "STANDING" "tGravityAccMag-std" -0.9151
4 "STANDING" "tGravityAccMag-std" -0.891
5 "STANDING" "tGravityAccMag-std" -0.8798
6 "STANDING" "tGravityAccMag-std" -0.9393
7 "STANDING" "tGravityAccMag-std" -0.9336
8 "STANDING" "tGravityAccMag-std" -0.9372
9 "STANDING" "tGravityAccMag-std" -0.9361
10 "STANDING" "tGravityAccMag-std" -0.9373
11 "STANDING" "tGravityAccMag-std" -0.9803
12 "STANDING" "tGravityAccMag-std" -0.9352
13 "STANDING" "tGravityAccMag-std" -0.9685
14 "STANDING" "tGravityAccMag-std" -0.9367
15 "STANDING" "tGravityAccMag-std" -0.9486
16 "STANDING" "tGravityAccMag-std" -0.9573
17 "STANDING" "tGravityAccMag-std" -0.9754
18 "STANDING" "tGravityAccMag-std" -0.9723
19 "STANDING" "tGravityAccMag-std" -0.9625
20 "STANDING" "tGravityAccMag-std" -0.9107
21 "STANDING" "tGravityAccMag-std" -0.9569
22 "STANDING" "tGravityAccMag-std" -0.9399
23 "STANDING" "tGravityAccMag-std" -0.9517
24 "STANDING" "tGravityAccMag-std" -0.9479
25 "STANDING" "tGravityAccMag-std" -0.9681
26 "STANDING" "tGravityAccMag-std" -0.9627
27 "STANDING" "tGravityAccMag-std" -0.9664
28 "STANDING" "tGravityAccMag-std" -0.9177
29 "STANDING" "tGravityAccMag-std" -0.9817
30 "STANDING" "tGravityAccMag-std" -0.9166
1 "WALKING" "tGravityAccMag-std" -0.2197
2 "WALKING" "tGravityAccMag-std" -0.4225
3 "WALKING" "tGravityAccMag-std" -0.3284
4 "WALKING" "tGravityAccMag-std" -0.5277
5 "WALKING" "tGravityAccMag-std" -0.3772
6 "WALKING" "tGravityAccMag-std" -0.2667
7 "WALKING" "tGravityAccMag-std" -0.1986
8 "WALKING" "tGravityAccMag-std" -0.1804
9 "WALKING" "tGravityAccMag-std" -0.3794
10 "WALKING" "tGravityAccMag-std" -0.1856
11 "WALKING" "tGravityAccMag-std" -0.4877
12 "WALKING" "tGravityAccMag-std" -0.237
13 "WALKING" "tGravityAccMag-std" -0.2925
14 "WALKING" "tGravityAccMag-std" -0.3638
15 "WALKING" "tGravityAccMag-std" -0.3239
16 "WALKING" "tGravityAccMag-std" -0.4718
17 "WALKING" "tGravityAccMag-std" -0.4618
18 "WALKING" "tGravityAccMag-std" -0.4603
19 "WALKING" "tGravityAccMag-std" -0.0994
20 "WALKING" "tGravityAccMag-std" -0.1569
21 "WALKING" "tGravityAccMag-std" -0.2997
22 "WALKING" "tGravityAccMag-std" -0.1616
23 "WALKING" "tGravityAccMag-std" -0.21
24 "WALKING" "tGravityAccMag-std" -0.4811
25 "WALKING" "tGravityAccMag-std" -0.5656
26 "WALKING" "tGravityAccMag-std" -0.4218
27 "WALKING" "tGravityAccMag-std" -0.4074
28 "WALKING" "tGravityAccMag-std" -0.3927
29 "WALKING" "tGravityAccMag-std" -0.2627
30 "WALKING" "tGravityAccMag-std" -0.3599
1 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.0199
2 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.2156
3 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" -0.0411
4 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" -0.082
5 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.2054
6 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.3736
7 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.2145
8 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.1313
9 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.2651
10 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.157
11 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.0508
12 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.0973
13 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" -0.0156
14 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.4284
15 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.3532
16 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.1192
17 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.0914
18 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" -0.2299
19 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.4135
20 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.1726
21 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.2643
22 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.1333
23 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.2304
24 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" -0.0225
25 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" -0.2595
26 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.147
27 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.1212
28 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.1355
29 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" 0.1345
30 "WALKING_DOWNSTAIRS" "tGravityAccMag-std" -0.0136
1 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.325
2 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.206
3 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.3336
4 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.212
5 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.1367
6 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.0792
7 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.3347
8 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.2272
9 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.4002
10 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.2115
11 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.2896
12 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.2858
13 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.3263
14 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.0198
15 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.1366
16 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.3348
17 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.1029
18 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.3718
19 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.1777
20 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.1983
21 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.2785
22 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.1588
23 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.2719
24 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.3069
25 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.48
26 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.1507
27 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.3799
28 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.2119
29 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.0415
30 "WALKING_UPSTAIRS" "tGravityAccMag-std" -0.3274
1 "LAYING" "tBodyAccJerkMag-std" -0.9282
2 "LAYING" "tBodyAccJerkMag-std" -0.9855
3 "LAYING" "tBodyAccJerkMag-std" -0.9761
4 "LAYING" "tBodyAccJerkMag-std" -0.9608
5 "LAYING" "tBodyAccJerkMag-std" -0.9775
6 "LAYING" "tBodyAccJerkMag-std" -0.9503
7 "LAYING" "tBodyAccJerkMag-std" -0.9673
